"SubscriptionName";"SubscriptionId";"TotalNonCompliant";"NoTags";"MissingRequiredTags";"AffectedRGCount";"AffectedRGs";"AffectedResTypes";"AuditDate"
"pf-sap-stg";"2360e410-6753-4843-86e9-ea90a885ad33";"49";"0";"49";"8";"NetworkWatcherRG | rg-pf-smc-dev-aca-001 | rg-pf-smc-dev-aca-001_aca-managed | rg-pf-smc-dev-app-001 | rg-pf-smc-dev-backup-001 | rg-pf-smc-dev-data-001 | rg-pf-smc-dev-network-001 | rg-policy-evh";"Microsoft.App/containerApps | Microsoft.App/managedEnvironments | Microsoft.App/managedEnvironments/certificates | Microsoft.DataProtection/BackupVaults | Microsoft.DocumentDb/databaseAccounts | microsoft.insights/actiongroups | microsoft.insights/components | Microsoft.KeyVault/vaults | Microsoft.ManagedIdentity/userAssignedIdentities | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.Portal/dashboards | Microsoft.RecoveryServices/vaults | Microsoft.Search/searchServices | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:25"
"pf-sdwan-prd";"202bb2a1-93c4-4c56-b73f-2bcb55957437";"51";"0";"51";"7";"NetworkWatcherRG | rg-pf-smc-prd-aca-001 | rg-pf-smc-prd-aca-001_aca-managed | rg-pf-smc-prd-app-001 | rg-pf-smc-prd-backup-001 | rg-pf-smc-prd-data-001 | rg-pf-smc-prd-network-001";"Microsoft.App/containerApps | Microsoft.App/managedEnvironments | Microsoft.App/managedEnvironments/certificates | Microsoft.Compute/sshPublicKeys | Microsoft.DataProtection/BackupVaults | Microsoft.DocumentDb/databaseAccounts | microsoft.insights/actiongroups | microsoft.insights/components | Microsoft.KeyVault/vaults | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | microsoft.network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.Portal/dashboards | Microsoft.RecoveryServices/vaults | Microsoft.Search/searchServices | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:25"
"pf-smc-dev";"4db0ddb2-b44a-495d-a4a3-2a72be15b27d";"24";"0";"24";"7";"NetworkWatcherRG | networkwatcherrg | rg-pf-smp-prd-aca-001 | rg-pf-smp-prd-aca-001_aca-managed | rg-pf-smp-prd-backup-001 | rg-pf-smp-prd-data-001 | rg-pf-smp-prd-network-001";"Microsoft.App/containerApps | Microsoft.App/jobs | Microsoft.App/managedEnvironments | Microsoft.App/managedEnvironments/certificates | Microsoft.DataProtection/BackupVaults | Microsoft.KeyVault/vaults | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateDnsZones | Microsoft.Network/privateDnsZones/virtualNetworkLinks | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:26"
"pf-smc-prd";"d01cf53e-67a4-448b-a10e-68754a73e68c";"29";"0";"29";"7";"NetworkWatcherRG | networkwatcherrg | rg-pf-smp-stg-aca-001 | rg-pf-smp-stg-aca-001_aca-managed | rg-pf-smp-stg-backup-001 | rg-pf-smp-stg-data-001 | rg-pf-smp-stg-network-001";"Microsoft.App/containerApps | Microsoft.App/jobs | Microsoft.App/managedEnvironments | Microsoft.App/managedEnvironments/certificates | Microsoft.DataProtection/BackupVaults | Microsoft.DBforMySQL/flexibleServers | Microsoft.KeyVault/vaults | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:26"
"pf-smc-stg";"ea88692c-d61a-40c3-b31a-65b2140318c6";"1";"0";"1";"1";"rg-pf-snowflake-licences";"Microsoft.SaaS/resources";"2026-04-03 10:05:27"
"pf-smp-prd";"02f04ff1-7454-4f03-bb8b-3cdb7bf808f1";"2";"0";"2";"1";"rg-sec-workbook";"microsoft.insights/workbooks";"2026-04-03 10:05:27"
"pf-smp-stg";"32cd9969-b1b2-48df-acfc-5201a3880704";"2";"0";"2";"1";"rg-sec-workbook";"microsoft.insights/workbooks";"2026-04-03 10:05:28"
"pf-snowflake-licences";"89e4d118-0299-44e2-b458-b73cecabd059";"118";"0";"118";"20";"AzureBackupRG_westeurope_1 | LogAnalyticsDefaultResources | MA_amw-pf-mut-stg_westeurope_managed | mc_rg-pf-toolingtransverse-stg-mut-001_aks-pf-mut-s-tt | MC_rg-pf-toolingtransverse-stg-mut-001_aks-pf-mut-s-tt | NetworkWatcherRG | networkwatcherrg | rg-pf-toolingtransverse-stg-akg-001 | rg-pf-toolingtransverse-stg-appgw | rg-pf-toolingtransverse-stg-backup-mut-001 | rg-pf-toolingtransverse-stg-bdd | rg-pf-toolingtransverse-stg-data-mut-001 | rg-pf-toolingtransverse-stg-mut-001 | rg-pf-toolingtransverse-stg-network | rg-pf-toolingtransverse-stg-network-mut-001 | rg-pf-toolingtransverse-stg-pivotcontrolm | RG-PF-TOOLINGTRANSVERSE-STG-PIVOTCONTROLM | rg-pf-toolingtransverse-stg-sftp-001 | rg-pf-toolingtransverse-stg-storage | rg-pf-toolingtransverse-stg-storage-explorer-001";"Microsoft.AlertsManagement/prometheusRuleGroups | Microsoft.Compute/disks | Microsoft.Compute/restorePointCollections | Microsoft.Compute/sshPublicKeys | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | Microsoft.Compute/virtualMachineScaleSets | Microsoft.ContainerService/managedClusters | Microsoft.DataProtection/BackupVaults | Microsoft.DBforPostgreSQL/flexibleServers | Microsoft.DocumentDb/databaseAccounts | Microsoft.Insights/actiongroups | microsoft.insights/actiongroups | microsoft.insights/components | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | Microsoft.Insights/scheduledqueryrules | Microsoft.KeyVault/vaults | Microsoft.ManagedIdentity/userAssignedIdentities | microsoft.monitor/accounts | Microsoft.Network/applicationGateways | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/publicIPAddresses | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | microsoft.operationalInsights/querypacks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:28"
"pf-soc-prd";"80a83484-c5c0-4b6e-817a-7a5a303df715";"118";"0";"118";"20";"AzureBackupRG_westeurope_1 | LogAnalyticsDefaultResources | MA_amw-pf-mut-stg_westeurope_managed | mc_rg-pf-toolingtransverse-stg-mut-001_aks-pf-mut-s-tt | MC_rg-pf-toolingtransverse-stg-mut-001_aks-pf-mut-s-tt | NetworkWatcherRG | networkwatcherrg | rg-pf-toolingtransverse-stg-akg-001 | rg-pf-toolingtransverse-stg-appgw | rg-pf-toolingtransverse-stg-backup-mut-001 | rg-pf-toolingtransverse-stg-bdd | rg-pf-toolingtransverse-stg-data-mut-001 | rg-pf-toolingtransverse-stg-mut-001 | rg-pf-toolingtransverse-stg-network | rg-pf-toolingtransverse-stg-network-mut-001 | rg-pf-toolingtransverse-stg-pivotcontrolm | RG-PF-TOOLINGTRANSVERSE-STG-PIVOTCONTROLM | rg-pf-toolingtransverse-stg-sftp-001 | rg-pf-toolingtransverse-stg-storage | rg-pf-toolingtransverse-stg-storage-explorer-001";"Microsoft.AlertsManagement/prometheusRuleGroups | Microsoft.Compute/disks | Microsoft.Compute/restorePointCollections | Microsoft.Compute/sshPublicKeys | Microsoft.Compute/virtualMachines | Microsoft.Compute/virtualMachines/extensions | Microsoft.Compute/virtualMachineScaleSets | Microsoft.ContainerService/managedClusters | Microsoft.DataProtection/BackupVaults | Microsoft.DBforPostgreSQL/flexibleServers | Microsoft.DocumentDb/databaseAccounts | Microsoft.Insights/actiongroups | microsoft.insights/actiongroups | microsoft.insights/components | Microsoft.Insights/dataCollectionEndpoints | Microsoft.Insights/dataCollectionRules | Microsoft.Insights/scheduledqueryrules | Microsoft.KeyVault/vaults | Microsoft.ManagedIdentity/userAssignedIdentities | microsoft.monitor/accounts | Microsoft.Network/applicationGateways | Microsoft.Network/ipGroups | Microsoft.Network/loadBalancers | Microsoft.Network/networkInterfaces | Microsoft.Network/networkSecurityGroups | Microsoft.Network/networkWatchers | Microsoft.Network/networkWatchers/flowLogs | Microsoft.Network/privateEndpoints | Microsoft.Network/publicIPAddresses | Microsoft.Network/routeTables | Microsoft.Network/virtualNetworks | microsoft.operationalInsights/querypacks | Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts | Microsoft.Web/serverFarms | Microsoft.Web/sites";"2026-04-03 10:05:29"
"pf-toolingtransverse-dev";"b77b53b6-5620-47c1-9526-ad9854776970";"4";"1";"3";"1";"PFPL";"Microsoft.Sql/servers | Microsoft.Sql/servers/databases | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:29"
"pf-toolingtransverse-prd";"118f6d23-ffdd-4a98-bc95-70865813e108";"1";"0";"1";"1";"Images";"Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:30"
"pf-toolingtransverse-stg";"1e7ae948-967b-42c9-be1d-e94abaca79fa";"1";"0";"1";"1";"RU_Recovery";"Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:30"
"PL Storage Azure Enterprise";"cc96283d-9240-4179-a275-8c4044cb2798";"1";"0";"1";"1";"SG-SRV-BACKUP";"Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:31"
"PT Storage Azure Enterprise";"cfbc0623-2217-4c5f-a212-a8fe4706c02b";"2";"0";"2";"2";"TN | TN-NEW";"Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:31"
"RU Storage Azure Enterprise";"4c02cbfc-99b5-4ff1-b453-95268fdf8520";"2";"0";"2";"2";"TN | TN-NEW";"Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:32"
"SG Storage Azure Enterprise";"5419c43e-d5b1-460d-bf8d-3c269ef28aad";"1";"0";"1";"1";"TW-RESSOURCE";"Microsoft.Storage/storageAccounts";"2026-04-03 10:05:33"
"TN Storage Azure Enterprise";"24d2fff6-9b0b-4157-a3ab-a2e2bd924e38";"2";"0";"2";"1";"US_SRV_BACKUP";"Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:33"
"TR Storage Azure Enterprise";"0ca80a3d-f200-48e7-bac2-cb8ce285183a";"2";"0";"2";"1";"US_SRV_BACKUP";"Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:34"
"TW Storage Azure Enterprise";"085819d8-d4f8-46f5-bcc2-e966af15a91f";"2";"0";"2";"1";"US_SRV_BACKUP";"Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:34"
"US Storage Azure Enterprise";"6f875204-0681-4edd-879c-16a73cf1e91d";"2";"0";"2";"1";"US_SRV_BACKUP";"Microsoft.RecoveryServices/vaults | Microsoft.Storage/storageAccounts";"2026-04-03 10:05:34"
"VN Storage Azure Enterprise";"2abcf94d-aa90-4773-9a75-290ccd3b95b2";"2";"0";"2";"1";"VN-SRV-BACKUP";"Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:35"
"ZA Storage Azure Enterprise";"c949d376-f077-43d2-83bf-f2b2e0ed3f57";"1";"0";"1";"1";"ZA_Backup_Recource_Group";"Microsoft.RecoveryServices/vaults";"2026-04-03 10:05:34"
